,id_x,url,text,rating_x,time_created,user,index,id_y,alias,name,image_url,is_closed,review_count,categories,rating_y,coordinates,transactions,price,location,phone,display_phone,distance
10,PJq3IIIlN46y_uN6Qe9xzg,https://www.yelp.com/biz/kfc-atlanta-16,"I went through drive thru and didn't have high expectations.  We ordered off the combined Taco Bell and KFC menu and had to be pulled up.  

My chicken...",2,2013-03-25 03:48:04,"{'id': 'csJ2xY_Z0_lKt_5x7KefnQ', 'profile_url': 'https://www.yelp.com/user_details?userid=csJ2xY_Z0_lKt_5x7KefnQ', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/Nzxsj0VIAKSTm6JeyB_hgA/o.jpg', 'name': 'Mark C.'}",4,jz600I3L832Eb9S0A2RNGA,kfc-atlanta-16,KFC,https://s3-media4.fl.yelpcdn.com/bphoto/rstoinIm0lFxhiOV35YLYA/o.jpg,False,7,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",2.0,"{'latitude': 33.7589701631343, 'longitude': -84.5058739954864}","['delivery', 'pickup']",$,"{'address1': '3604 Bakers Ferry Rd SW', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30331', 'country': 'US', 'state': 'GA', 'display_address': ['3604 Bakers Ferry Rd SW', 'Atlanta, GA 30331']}",+14046963186,(404) 696-3186,13629.066330454498
11,zZ9PXc7za2bq2ylNGXD2vw,https://www.yelp.com/biz/kfc-atlanta-16,"Covid-19 Score = F

No mask.
No gloves.
Doesnt seem to be aware of a pandemic.

Told me to pick my order up at the window, then when I get to the window...",1,2020-06-24 14:43:07,"{'id': 'xnkYRRQ4v7y-1skWW92A0A', 'profile_url': 'https://www.yelp.com/user_details?userid=xnkYRRQ4v7y-1skWW92A0A', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/ZxwzJ_-eQG_kQ-seOQknGA/o.jpg', 'name': 'Bruce B.'}",4,jz600I3L832Eb9S0A2RNGA,kfc-atlanta-16,KFC,https://s3-media4.fl.yelpcdn.com/bphoto/rstoinIm0lFxhiOV35YLYA/o.jpg,False,7,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",2.0,"{'latitude': 33.7589701631343, 'longitude': -84.5058739954864}","['delivery', 'pickup']",$,"{'address1': '3604 Bakers Ferry Rd SW', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30331', 'country': 'US', 'state': 'GA', 'display_address': ['3604 Bakers Ferry Rd SW', 'Atlanta, GA 30331']}",+14046963186,(404) 696-3186,13629.066330454498
12,xGEaqxYAaP6zW-hyik6eJw,https://www.yelp.com/biz/kfc-atlanta-16,This place never has what you want to ask for I feed the SU to pull up they do not have any vegetarian or vegan options at this location they are very rude...,1,2019-07-09 15:24:06,"{'id': 'Z3RSbJj81GlDGjXlnNVVSQ', 'profile_url': 'https://www.yelp.com/user_details?userid=Z3RSbJj81GlDGjXlnNVVSQ', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/6VIPnhUhc0B4EqZkMSrJpw/o.jpg', 'name': 'Peachz T.'}",4,jz600I3L832Eb9S0A2RNGA,kfc-atlanta-16,KFC,https://s3-media4.fl.yelpcdn.com/bphoto/rstoinIm0lFxhiOV35YLYA/o.jpg,False,7,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",2.0,"{'latitude': 33.7589701631343, 'longitude': -84.5058739954864}","['delivery', 'pickup']",$,"{'address1': '3604 Bakers Ferry Rd SW', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30331', 'country': 'US', 'state': 'GA', 'display_address': ['3604 Bakers Ferry Rd SW', 'Atlanta, GA 30331']}",+14046963186,(404) 696-3186,13629.066330454498
13,gLetqyiEFMgkypPvn6s8Cw,https://www.yelp.com/biz/kfc-doraville-2,Fire everyone from the cashier to the cooks.  Feel free to keep the janitor. Serving me old chicken. The nerve.,1,2019-10-20 14:59:50,"{'id': 'hPXKJrFPIl56W90jJI6JOA', 'profile_url': 'https://www.yelp.com/user_details?userid=hPXKJrFPIl56W90jJI6JOA', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/qWYiWL8g0twpYKwaeg7jrw/o.jpg', 'name': 'Ronnie Y.'}",5,WDO38RfoeFi4HH9A7aKy8g,kfc-doraville-2,KFC,https://s3-media2.fl.yelpcdn.com/bphoto/rHGbVjzTUqQVFz0L4hgKBQ/o.jpg,False,24,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",1.0,"{'latitude': 33.8858577733644, 'longitude': -84.2476032361936}","['delivery', 'pickup']",$,"{'address1': '3283 Northcrest Rd', 'address2': '', 'address3': '', 'city': 'Doraville', 'zip_code': '30340', 'country': 'US', 'state': 'GA', 'display_address': ['3283 Northcrest Rd', 'Doraville, GA 30340']}",+17702701455,(770) 270-1455,14166.568675088909
14,eUhIunKxR8PxwQXb19fdZQ,https://www.yelp.com/biz/kfc-doraville-2,"Tyler was scooping our potatoes with his bare hands and licking his fingers when he slopped the potatoes on his hands. After he licked his fingers, he...",1,2018-05-22 09:01:45,"{'id': 'T1rnM54spuWeNrTzwZq0XQ', 'profile_url': 'https://www.yelp.com/user_details?userid=T1rnM54spuWeNrTzwZq0XQ', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/LlY1HT1anxZZ-vVDTW543A/o.jpg', 'name': 'Ansley C.'}",5,WDO38RfoeFi4HH9A7aKy8g,kfc-doraville-2,KFC,https://s3-media2.fl.yelpcdn.com/bphoto/rHGbVjzTUqQVFz0L4hgKBQ/o.jpg,False,24,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",1.0,"{'latitude': 33.8858577733644, 'longitude': -84.2476032361936}","['delivery', 'pickup']",$,"{'address1': '3283 Northcrest Rd', 'address2': '', 'address3': '', 'city': 'Doraville', 'zip_code': '30340', 'country': 'US', 'state': 'GA', 'display_address': ['3283 Northcrest Rd', 'Doraville, GA 30340']}",+17702701455,(770) 270-1455,14166.568675088909
15,_Jl94_HW2Z3GrM-_qBgIQA,https://www.yelp.com/biz/kfc-atlanta-14,"Wow

I doubted the five  ""one"" star reviews 

Now I see why lol. I was forced to go here because of hunger and proximity to where I was. This picture that I...",1,2019-03-21 09:22:19,"{'id': 'ZWK5QSNlM63Lgsi77LdilQ', 'profile_url': 'https://www.yelp.com/user_details?userid=ZWK5QSNlM63Lgsi77LdilQ', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/uXnAn_pRBwxJsnvM2sD6IQ/o.jpg', 'name': 'Max R.'}",6,xnrMLiBw8KdJamkY4ONiKg,kfc-atlanta-14,KFC,https://s3-media2.fl.yelpcdn.com/bphoto/yFYP83kZ7fDK5vmSDgwr6w/o.jpg,False,6,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",1.0,"{'latitude': 33.6884726255407, 'longitude': -84.3123201165267}","['delivery', 'pickup']",$,"{'address1': '2475 Bouldercrest Rd SE', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30316', 'country': 'US', 'state': 'GA', 'display_address': ['2475 Bouldercrest Rd SE', 'Atlanta, GA 30316']}",+14042418429,(404) 241-8429,14983.904367313397
16,0MfXk1DKuwY1L07sz9NdEw,https://www.yelp.com/biz/kfc-atlanta-14,I only go here when desperate. I was desperate on a recent major holiday & they were giving 1 hour wait times on chicken & the general manager was cooking....,1,2018-05-13 18:50:50,"{'id': '-OLLEO0iEBpWE09RLvoh-w', 'profile_url': 'https://www.yelp.com/user_details?userid=-OLLEO0iEBpWE09RLvoh-w', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/r0GmgWh81oQnABGlWmICdQ/o.jpg', 'name': 'E J.'}",6,xnrMLiBw8KdJamkY4ONiKg,kfc-atlanta-14,KFC,https://s3-media2.fl.yelpcdn.com/bphoto/yFYP83kZ7fDK5vmSDgwr6w/o.jpg,False,6,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",1.0,"{'latitude': 33.6884726255407, 'longitude': -84.3123201165267}","['delivery', 'pickup']",$,"{'address1': '2475 Bouldercrest Rd SE', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30316', 'country': 'US', 'state': 'GA', 'display_address': ['2475 Bouldercrest Rd SE', 'Atlanta, GA 30316']}",+14042418429,(404) 241-8429,14983.904367313397
17,P05y148zjVqvIP6x-OBtVQ,https://www.yelp.com/biz/kfc-atlanta-14,A pure example of what it should not be. The drive-thru is broken. The floors are nasty. The place could truly use an upgrade. They have no sweet tea....,1,2018-04-13 09:11:36,"{'id': 'hFSinusawFaNTe3d6zLY-A', 'profile_url': 'https://www.yelp.com/user_details?userid=hFSinusawFaNTe3d6zLY-A', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/7uvL4Sbz39dBoyPbv9xLPA/o.jpg', 'name': 'JOHN R.'}",6,xnrMLiBw8KdJamkY4ONiKg,kfc-atlanta-14,KFC,https://s3-media2.fl.yelpcdn.com/bphoto/yFYP83kZ7fDK5vmSDgwr6w/o.jpg,False,6,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",1.0,"{'latitude': 33.6884726255407, 'longitude': -84.3123201165267}","['delivery', 'pickup']",$,"{'address1': '2475 Bouldercrest Rd SE', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30316', 'country': 'US', 'state': 'GA', 'display_address': ['2475 Bouldercrest Rd SE', 'Atlanta, GA 30316']}",+14042418429,(404) 241-8429,14983.904367313397
18,W2myk0Ye0L8LGfnnoKKhOQ,https://www.yelp.com/biz/kfc-decatur-10,Covid-19 response review. Very poor. Came to pick up order and workers in the kitchen had no PPE.  Very unsanitary. There was also no enforcement of social...,1,2020-05-20 08:10:49,"{'id': 'xnkYRRQ4v7y-1skWW92A0A', 'profile_url': 'https://www.yelp.com/user_details?userid=xnkYRRQ4v7y-1skWW92A0A', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/ZxwzJ_-eQG_kQ-seOQknGA/o.jpg', 'name': 'Bruce B.'}",7,BgmYSr5YFUxIL8vsLwmsJA,kfc-decatur-10,KFC,https://s3-media1.fl.yelpcdn.com/bphoto/5XffofsCZlD4NYuxRG0G6A/o.jpg,False,6,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",1.0,"{'latitude': 33.7038191139393, 'longitude': -84.271543}","['delivery', 'pickup']",$,"{'address1': '3555 Flat Shoals Rd', 'address2': '', 'address3': '', 'city': 'Decatur', 'zip_code': '30034', 'country': 'US', 'state': 'GA', 'display_address': ['3555 Flat Shoals Rd', 'Decatur, GA 30034']}",+14042418120,(404) 241-8120,15395.618564149054
19,gIhw5inNi3WGP3h0ER16iA,https://www.yelp.com/biz/kfc-decatur-10,I honestly haven't reviewed anything before but the chicken was so bad I had to! I picked up the chicken at this Decatur location on my way back to...,1,2020-06-05 18:21:00,"{'id': '4UxiE6I17NI9r4MQ5oWU9Q', 'profile_url': 'https://www.yelp.com/user_details?userid=4UxiE6I17NI9r4MQ5oWU9Q', 'image_url': None, 'name': 'Jo N.'}",7,BgmYSr5YFUxIL8vsLwmsJA,kfc-decatur-10,KFC,https://s3-media1.fl.yelpcdn.com/bphoto/5XffofsCZlD4NYuxRG0G6A/o.jpg,False,6,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",1.0,"{'latitude': 33.7038191139393, 'longitude': -84.271543}","['delivery', 'pickup']",$,"{'address1': '3555 Flat Shoals Rd', 'address2': '', 'address3': '', 'city': 'Decatur', 'zip_code': '30034', 'country': 'US', 'state': 'GA', 'display_address': ['3555 Flat Shoals Rd', 'Decatur, GA 30034']}",+14042418120,(404) 241-8120,15395.618564149054
20,DF5XUIBjlNIXN_QeTEcdxg,https://www.yelp.com/biz/kfc-decatur-10,I don't know what's going on with KFC's. None of the KFC's in DeKalb County ever has wings. They force you to buy chicken that you do not want what is the...,1,2017-10-21 19:27:13,"{'id': 'Zx7qYEa4RoFGWxO4OfEL4A', 'profile_url': 'https://www.yelp.com/user_details?userid=Zx7qYEa4RoFGWxO4OfEL4A', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/F9npi5SK4P1IBE5hX2gOZQ/o.jpg', 'name': 'Vivian B.'}",7,BgmYSr5YFUxIL8vsLwmsJA,kfc-decatur-10,KFC,https://s3-media1.fl.yelpcdn.com/bphoto/5XffofsCZlD4NYuxRG0G6A/o.jpg,False,6,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",1.0,"{'latitude': 33.7038191139393, 'longitude': -84.271543}","['delivery', 'pickup']",$,"{'address1': '3555 Flat Shoals Rd', 'address2': '', 'address3': '', 'city': 'Decatur', 'zip_code': '30034', 'country': 'US', 'state': 'GA', 'display_address': ['3555 Flat Shoals Rd', 'Decatur, GA 30034']}",+14042418120,(404) 241-8120,15395.618564149054
21,BJbC0sDzfwgTwLpQvru6yw,https://www.yelp.com/biz/kfc-marietta-14,"This specific KFC is a merged restaurant with Taco Bell, so you would think it would be a good stop for groups right? Wrong. There were about 20 people in...",1,2019-04-07 16:45:47,"{'id': 'qrDxhOESuMeSNpdD0FqfKg', 'profile_url': 'https://www.yelp.com/user_details?userid=qrDxhOESuMeSNpdD0FqfKg', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/3avjssc3qsCwxa12xGchjg/o.jpg', 'name': 'Grace B.'}",8,CEaZajAcudyQu-FVIadAYA,kfc-marietta-14,KFC,https://s3-media4.fl.yelpcdn.com/bphoto/aueWT0eJC6fe8RTzI_uVKw/o.jpg,False,28,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",1.0,"{'latitude': 33.9221380658412, 'longitude': -84.480072}","['delivery', 'pickup']",$,"{'address1': '2540 Delk Rd SE', 'address2': '', 'address3': '', 'city': 'Marietta', 'zip_code': '30067', 'country': 'US', 'state': 'GA', 'display_address': ['2540 Delk Rd SE', 'Marietta, GA 30067']}",+17709800848,(770) 980-0848,15597.597869041529
